plot_number,map_area_sqm,recorded_area_sqm,pot_kharaba_sqm,expected_area_sqm,area_ratio,classification
1376,2568.9,4300.0,100.0,4400.0,0.5838409090909091,area_error
1377,1377.3,1400.0,0.0,1400.0,0.9837857142857143,placement
1378,192.5,1600.0,0.0,1600.0,0.1203125,area_error
1379,2269.6,1500.0,0.0,1500.0,1.5130666666666666,area_error
138,31235.8,26700.0,5000.0,31700.0,0.9853564668769715,placement
1380,4638.2,5100.0,0.0,5100.0,0.9094509803921569,placement
1381,6000.1,5100.0,0.0,5100.0,1.1764901960784315,placement
1382,6234.3,5500.0,100.0,5600.0,1.1132678571428571,placement
1383,5914.8,1100.0,0.0,1100.0,5.377090909090909,area_error
1384,6854.1,4700.0,0.0,4700.0,1.4583191489361702,uncertain
1385,4192.6,2100.0,0.0,2100.0,1.9964761904761907,area_error
1386,3849.6,2900.0,0.0,2900.0,1.327448275862069,uncertain
1387,2902.6,2400.0,0.0,2400.0,1.2094166666666666,uncertain
1388,5473.3,6200.0,0.0,6200.0,0.8827903225806452,placement
1389,1324.4,1300.0,0.0,1300.0,1.0187692307692309,placement
139,1640.5,1400.0,0.0,1400.0,1.1717857142857142,placement
1390,2061.8,2600.0,0.0,2600.0,0.793,uncertain
1391,2962.4,3000.0,0.0,3000.0,0.9874666666666667,placement
1392,9918.8,10700.0,0.0,10700.0,0.9269906542056074,placement
1393,8760.0,10800.0,100.0,10900.0,0.8036697247706422,placement
1394,12463.3,10100.0,300.0,10400.0,1.1983942307692308,placement
1395,546.4,500.0,0.0,500.0,1.0928,placement
1396,2963.9,2600.0,0.0,2600.0,1.1399615384615385,placement
1397,4629.9,4700.0,0.0,4700.0,0.9850851063829786,placement
1398,6622.1,7500.0,300.0,7800.0,0.8489871794871795,placement
1399,11991.3,12000.0,100.0,12100.0,0.9910165289256198,placement
14,6231.4,7100.0,0.0,7100.0,0.8776619718309858,placement
140,29449.7,25500.0,1000.0,26500.0,1.1113094339622642,placement
1400,8507.7,9100.0,600.0,9700.0,0.8770824742268042,placement
1401,3967.8,4100.0,800.0,4900.0,0.8097551020408164,placement
1402,4490.1,4000.0,800.0,4800.0,0.9354375,placement
1403,6450.4,6600.0,0.0,6600.0,0.9773333333333333,placement
1404,4806.1,5400.0,0.0,5400.0,0.8900185185185185,placement
1405,5283.5,5800.0,300.0,6100.0,0.8661475409836066,placement
1406,7546.5,9500.0,0.0,9500.0,0.7943684210526316,uncertain
1407,977.3,900.0,0.0,900.0,1.085888888888889,placement
1408,2126.8,1900.0,0.0,1900.0,1.1193684210526316,placement
1409,13088.7,4800.0,0.0,4800.0,2.7268125000000003,area_error
1410,18420.6,23800.0,300.0,24100.0,0.7643402489626555,uncertain
1412,1007.0,600.0,200.0,800.0,1.25875,uncertain
1413,5444.2,5800.0,0.0,5800.0,0.938655172413793,placement
1414,1345.6,1100.0,0.0,1100.0,1.2232727272727273,uncertain
1415,8225.1,8200.0,300.0,8500.0,0.9676588235294118,placement
1416,4967.0,5000.0,0.0,5000.0,0.9934,placement
1417,911.6,0.0,500.0,500.0,1.8232000000000002,area_error
1418,8236.6,10500.0,0.0,10500.0,0.7844380952380953,uncertain
1419,16261.9,15400.0,200.0,15600.0,1.0424294871794872,placement
1421,7070.0,7500.0,0.0,7500.0,0.9426666666666667,placement
1422,6240.8,7000.0,0.0,7000.0,0.8915428571428572,placement
1423,17330.7,23000.0,150.0,23150.0,0.7486263498920087,uncertain
1424,1922.2,0.0,1700.0000000000002,1700.0000000000002,1.130705882352941,placement
1425,3899.1,5300.0,600.0,5900.0,0.660864406779661,uncertain
1426,45888.2,44600.0,400.0,45000.0,1.0197377777777776,placement
1427,6407.6,6100.0,100.0,6200.0,1.033483870967742,placement
1428,2857.6,2000.0,0.0,2000.0,1.4287999999999998,uncertain
1429,8631.7,9200.0,400.0,9600.0,0.8991354166666667,placement
143,10848.1,9300.0,1300.0,10600.0,1.0234056603773585,placement
1430,1295.9,1900.0,0.0,1900.0,0.6820526315789475,uncertain
1431,20742.2,20700.0,300.0,21000.0,0.9877238095238096,placement
1432,8025.6,7100.0,0.0,7100.0,1.1303661971830987,placement
1433,2647.7,4000.0,0.0,4000.0,0.661925,uncertain
1434,5260.6,6300.0,0.0,6300.0,0.8350158730158731,placement
1435,5793.6,4900.0,400.0,5300.0,1.0931320754716982,placement
1436,7375.4,7300.0,0.0,7300.0,1.0103287671232877,placement
1437,20445.0,25800.0,0.0,25800.0,0.7924418604651163,uncertain
1438,2599.6,3000.0,500.0,3500.0,0.7427428571428571,uncertain
144,26836.1,24200.0,2300.0,26500.0,1.0126830188679246,placement
145,19321.3,15200.0,1000.0,16200.0,1.1926728395061728,placement
146,10137.4,9800.0,400.0,10200.0,0.9938627450980392,placement
1462,5687.0,4800.0,400.0,5200.0,1.093653846153846,placement
1463,12503.4,10700.0,0.0,10700.0,1.1685420560747664,placement
1464,18560.6,13800.0,300.0,14100.0,1.316354609929078,uncertain
1465,2688.7,15700.0,300.0,16000.0,0.16804375,area_error
1466,5452.2,5900.0,100.0,6000.0,0.9087,placement
1467,1942.7,2300.0,50.0,2350.0,0.8266808510638298,placement
1468,8564.8,8600.0,0.0,8600.0,0.9959069767441859,placement
1469,7728.1,8100.0,0.0,8100.0,0.9540864197530865,placement
147,55508.9,55200.0,2600.0,57800.0,0.9603615916955017,placement
1470,3495.6,1600.0,300.0,1900.0,1.8397894736842104,area_error
1476,7108.1,7400.0,0.0,7400.0,0.9605540540540541,placement
1477,5418.8,4500.0,100.0,4600.0,1.178,placement
1478,4843.1,4500.0,100.0,4600.0,1.0528478260869567,placement
1479,8032.7,6900.0,0.0,6900.0,1.164159420289855,placement
148,43400.7,42500.0,2000.0,44500.0,0.975296629213483,placement
1480,32493.9,32500.0,0.0,32500.0,0.9998123076923078,placement
1481,3686.0,2700.0,0.0,2700.0,1.3651851851851853,uncertain
1482,3642.1,4100.0,400.0,4500.0,0.8093555555555555,placement
1483,8263.0,11900.0,0.0,11900.0,0.6943697478991596,uncertain
1484,6463.7,5600.0,0.0,5600.0,1.154232142857143,placement
1485,5043.6,4300.0,200.0,4500.0,1.1208,placement
1486,10540.4,11000.0,0.0,11000.0,0.9582181818181817,placement
1487,4369.4,5500.0,0.0,5500.0,0.7944363636363636,uncertain
1488,742.4,200.0,0.0,200.0,3.7119999999999997,area_error
1489,6034.1,5600.0,100.0,5700.0,1.0586140350877193,placement
149,479318.2,0.0,506200.0,506200.0,0.9468949032003161,placement
1490,4021.6,5100.0,0.0,5100.0,0.7885490196078431,uncertain
1491,3789.2,2300.0,0.0,2300.0,1.647478260869565,area_error
1492,1870.3,3300.0,300.0,3600.0,0.5195277777777778,area_error
1493,6570.7,3400.0,0.0,3400.0,1.9325588235294118,area_error
1494,17394.3,18400.0,300.0,18700.0,0.9301764705882353,placement
1495,8037.3,8000.0,580.0,8580.0,0.9367482517482517,placement
1496,31870.6,28600.0,500.0,29100.0,1.095209621993127,placement
1497,24298.4,24500.0,0.0,24500.0,0.9917714285714286,placement
1498,5967.6,4100.0,0.0,4100.0,1.4555121951219514,uncertain
1499,4959.0,5300.0,0.0,5300.0,0.9356603773584906,placement
15,5767.6,4900.0,1000.0,5900.0,0.9775593220338984,placement
150,38830.8,40800.0,300.0,41100.0,0.9447883211678832,placement
1500,9508.4,11000.0,0.0,11000.0,0.8644,placement
1501,19992.9,20400.0,200.0,20600.0,0.9705291262135923,placement
1502,4129.5,3600.0,100.0,3700.0,1.116081081081081,placement
1503,1125.1,700.0,0.0,700.0,1.6072857142857142,area_error
1504,839.6,500.0,0.0,500.0,1.6792,area_error
1505,1325.1,1700.0,400.0,2100.0,0.631,uncertain
1506,15598.0,14400.0,0.0,14400.0,1.0831944444444443,placement
1507,1093.0,300.0,0.0,300.0,3.6433333333333335,area_error
1508,5021.7,4400.0,0.0,4400.0,1.1412954545454546,placement
1509,6110.4,7600.0,0.0,7600.0,0.8039999999999999,placement
151,22323.9,20900.0,300.0,21200.0,1.0530141509433963,placement
1510,4185.2,4500.0,0.0,4500.0,0.9300444444444445,placement
1511,3608.8,4300.0,100.0,4400.0,0.8201818181818182,placement
1512,4602.9,3900.0,200.0,4100.0,1.1226585365853659,placement
1513,29202.7,25700.0,0.0,25700.0,1.1362918287937744,placement
1514,27013.9,27400.0,300.0,27700.0,0.9752310469314079,placement
1515,10655.8,9700.0,100.0,9800.0,1.0873265306122448,placement
1516,4313.0,3800.0,0.0,3800.0,1.135,placement
1517,543.7,500.0,25.0,525.0,1.0356190476190477,placement
1518,918.7,700.0,0.0,700.0,1.3124285714285715,uncertain
1519,318.7,300.0,0.0,300.0,1.0623333333333334,placement
152,36071.2,28300.0,2300.0,30600.0,1.1787973856209149,placement
1520,447.5,500.0,0.0,500.0,0.895,placement
1521,12128.2,11300.0,900.0,12200.0,0.9941147540983607,placement
1523,2959.3,2500.0,200.0,2700.0,1.0960370370370371,placement
1524/A,3286.4,3300.0,0.0,3300.0,0.9958787878787879,placement
1524/B,2871.7,3300.0,0.0,3300.0,0.8702121212121211,placement
1525,2105.4,2300.0,0.0,2300.0,0.9153913043478261,placement
1526,2896.9,5300.0,200.0,5500.0,0.5267090909090909,area_error
1527,4497.0,7400.0,0.0,7400.0,0.6077027027027027,uncertain
1528,2081.9,3400.0,0.0,3400.0,0.6123235294117647,uncertain
1529,8156.6,4640.0,0.0,4640.0,1.7578879310344828,area_error
153,66424.7,62200.0,3550.0,65750.0,1.010261596958175,placement
1530,4406.1,4960.0,0.0,4960.0,0.8883266129032259,placement
1531,1040.6,800.0,0.0,800.0,1.3007499999999999,uncertain
1532,12885.0,14900.0,0.0,14900.0,0.864765100671141,placement
1533,2233.9,800.0,0.0,800.0,2.7923750000000003,area_error
1534,4574.0,6100.0,0.0,6100.0,0.7498360655737705,uncertain
1535,2896.0,2000.0,0.0,2000.0,1.448,uncertain
1536,3388.2,2500.0,0.0,2500.0,1.3552799999999998,uncertain
1537,690.3,1100.0,0.0,1100.0,0.6275454545454545,uncertain
1538,13359.0,14800.0,0.0,14800.0,0.9026351351351352,placement
1539,14943.6,21600.0,100.0,21700.0,0.6886451612903226,uncertain
154,6259.5,4900.0,400.0,5300.0,1.1810377358490567,placement
1540,27112.4,26200.0,800.0,27000.0,1.004162962962963,placement
1541,3493.8,3400.0,0.0,3400.0,1.0275882352941177,placement
1542,56231.7,61200.0,200.0,61400.0,0.9158257328990228,placement
1543,526.2,1200.0,0.0,1200.0,0.43850000000000006,area_error
1544,22965.1,22100.0,800.0,22900.0,1.0028427947598253,placement
1545,5743.6,6800.0,300.0,7100.0,0.8089577464788733,placement
1546,2167.4,1500.0,0.0,1500.0,1.4449333333333334,uncertain
1547,1604.4,1900.0,100.0,2000.0,0.8022,placement
1548,2218.1,1900.0,100.0,2000.0,1.1090499999999999,placement
1549,2226.8,1700.0,0.0,1700.0,1.3098823529411765,uncertain
155,6127.9,5700.0,200.0,5900.0,1.0386271186440676,placement
1550,15477.1,3600.0,100.0,3700.0,4.183,area_error
1551,3585.1,3600.0,300.0,3900.0,0.9192564102564103,placement
1552,10050.8,19900.0,0.0,19900.0,0.5050653266331658,area_error
1553,1209.2,200.0,800.0,1000.0,1.2092,uncertain
1554,1056.9,1900.0,0.0,1900.0,0.5562631578947369,area_error
1555,4005.8,4000.0,0.0,4000.0,1.00145,placement
1556,3322.2,2500.0,0.0,2500.0,1.3288799999999998,uncertain
1557,4200.1,3900.0,0.0,3900.0,1.076948717948718,placement
1558,4340.1,3400.0,0.0,3400.0,1.2765000000000002,uncertain
1559,3297.2,3400.0,0.0,3400.0,0.9697647058823529,placement
156,4239.7,1900.0,600.0,2500.0,1.6958799999999998,area_error
1560,3443.0,4200.0,0.0,4200.0,0.8197619047619048,placement
1561,2630.9,3400.0,400.0,3800.0,0.6923421052631579,uncertain
1562,3842.3,3800.0,0.0,3800.0,1.0111315789473685,placement
1563,4952.3,4000.0,0.0,4000.0,1.238075,uncertain
1564,4987.1,4400.0,400.0,4800.0,1.0389791666666668,placement
1565,4981.4,4100.0,0.0,4100.0,1.2149756097560975,uncertain
1566,23263.1,23600.0,0.0,23600.0,0.9857245762711864,placement
1567,40623.1,33600.0,150.0,33750.0,1.2036474074074073,uncertain
1568,27702.4,16300.0,800.0,17100.0,1.6200233918128655,area_error
1569,17299.8,12500.0,100.0,12600.0,1.373,uncertain
157,12203.2,8600.0,0.0,8600.0,1.4189767441860466,uncertain
1570,3209.6,3800.0,0.0,3800.0,0.8446315789473684,placement
1572,559.2,300.0,0.0,300.0,1.864,area_error
1573,839.8,3200.0,100.0,3300.0,0.2544848484848485,area_error
1574,1063.1,1200.0,0.0,1200.0,0.8859166666666666,placement
1575,2545.3,3800.0,0.0,3800.0,0.6698157894736843,uncertain
1576,4062.9,4500.0,0.0,4500.0,0.9028666666666667,placement
1577,2598.7,600.0,0.0,600.0,4.331166666666666,area_error
1578,2456.3,2200.0,100.0,2300.0,1.0679565217391305,placement
1579,1788.8,2000.0,0.0,2000.0,0.8944,placement
158,10263.1,8500.0,100.0,8600.0,1.1933837209302327,placement
1580,6155.1,2100.0,0.0,2100.0,2.931,area_error
1581,31307.0,26100.0,600.0,26700.0,1.1725468164794008,placement
1582,1985.3,400.0,0.0,400.0,4.9632499999999995,area_error
1583,1945.2,1400.0,0.0,1400.0,1.3894285714285715,uncertain
1584,2291.0,2300.0,0.0,2300.0,0.9960869565217392,placement
1585/1,4160.6,7700.0,0.0,7700.0,0.5403376623376623,area_error
1585/2,1720.8,7700.0,0.0,7700.0,0.22348051948051947,area_error
1586,6895.5,6200.0,300.0,6500.0,1.0608461538461538,placement
1587,2965.6,4200.0,0.0,4200.0,0.7060952380952381,uncertain
1588,1636.7,4000.0,0.0,4000.0,0.409175,area_error
1589,1907.5,3000.0,0.0,3000.0,0.6358333333333334,uncertain
159,9708.5,7100.0,1100.0,8200.0,1.1839634146341464,placement
1595,7255.8,3800.0,700.0000000000001,4500.0,1.6124,area_error
1597,10469.6,11400.0,0.0,11400.0,0.9183859649122808,placement
1598,5501.7,3000.0,1500.0,4500.0,1.2226,uncertain
1599,2796.8,7800.0,0.0,7800.0,0.3585641025641026,area_error
16,12942.1,12561.0,400.0,12961.0,0.998541779183705,placement
160,5529.4,5500.0,1000.0,6500.0,0.850676923076923,placement
1600,820.5,400.0,0.0,400.0,2.05125,area_error
1601,585.9,300.0,0.0,300.0,1.9529999999999998,area_error
1603,787.3,400.0,0.0,400.0,1.9682499999999998,area_error
1604,3439.0,3200.0,0.0,3200.0,1.0746875,placement
1605,6657.1,7200.0,0.0,7200.0,0.9245972222222223,placement
1606,4000.0,4600.0,200.0,4800.0,0.8333333333333334,placement
1607,2113.2,2500.0,100.0,2600.0,0.8127692307692307,placement
1608,2677.6,2400.0,100.0,2500.0,1.07104,placement
1609,1947.6,2100.0,100.0,2200.0,0.8852727272727272,placement
161,20534.5,18300.0,1300.0,19600.0,1.0476785714285715,placement
1610,1318.8,3900.0,0.0,3900.0,0.33815384615384614,area_error
1611,816.9,500.0,0.0,500.0,1.6338,area_error
1612,2603.5,6500.0,200.0,6700.0,0.38858208955223883,area_error
1613,1084.9,2000.0,0.0,2000.0,0.5424500000000001,area_error
1614,6350.0,5300.0,0.0,5300.0,1.1981132075471699,placement
1615,357.4,200.0,0.0,200.0,1.787,area_error
1616,5098.7,5300.0,200.0,5500.0,0.9270363636363637,placement
1617,3949.9,7500.0,0.0,7500.0,0.5266533333333333,area_error
1618,3803.3,2000.0,0.0,2000.0,1.90165,area_error
1619,1786.7,2000.0,0.0,2000.0,0.89335,placement
162,22218.7,15000.0,1000.0,16000.0,1.3886687500000001,uncertain
1620,2427.6,3700.0,0.0,3700.0,0.656108108108108,uncertain
1621,3740.4,2700.0,0.0,2700.0,1.3853333333333333,uncertain
1622,680.9,0.0,600.0,600.0,1.1348333333333334,placement
1623,4163.9,3600.0,0.0,3600.0,1.1566388888888888,placement
1624,3633.0,3300.0,0.0,3300.0,1.1009090909090908,placement
1625,4668.5,3500.0,0.0,3500.0,1.3338571428571429,uncertain
1626,7013.5,8700.0,0.0,8700.0,0.8061494252873563,placement
1627,15836.5,17800.0,0.0,17800.0,0.8896910112359551,placement
1628,13089.7,14400.0,0.0,14400.0,0.9090069444444445,placement
1629,19990.9,19600.0,0.0,19600.0,1.0199438775510206,placement
163,18694.6,28200.0,3100.0,31300.0,0.5972715654952077,area_error
1630,13499.8,14800.0,0.0,14800.0,0.9121486486486486,placement
164,35237.4,32100.0,2400.0,34500.0,1.0213739130434782,placement
1644,3300.6,9600.0,0.0,9600.0,0.34381249999999997,area_error
1645,2594.3,,0.0,0.0,,unknown
1646,695.9,,0.0,0.0,,unknown
1647,940.4,,0.0,0.0,,unknown
1648,2236.9,,0.0,0.0,,unknown
1649,1622.5,2100.0,0.0,2100.0,0.7726190476190476,uncertain
165,8041.5,9300.0,300.0,9600.0,0.83765625,placement
1650,13252.5,12000.0,50.0,12050.0,1.099792531120332,placement
1651,1990.7,1900.0,0.0,1900.0,1.047736842105263,placement
1652,7971.2,8400.0,0.0,8400.0,0.9489523809523809,placement
1653,3076.4,2700.0,0.0,2700.0,1.1394074074074074,placement
1654,4538.7,5000.0,0.0,5000.0,0.90774,placement
1655,5708.9,5300.0,0.0,5300.0,1.0771509433962263,placement
1656,2100.0,1500.0,0.0,1500.0,1.4,uncertain
1657,1407.5,2700.0,0.0,2700.0,0.5212962962962963,area_error
1658,7895.0,4400.0,0.0,4400.0,1.794318181818182,area_error
1659,6985.7,7800.0,0.0,7800.0,0.8956025641025641,placement
166,6996.1,7800.0,1400.0000000000002,9200.0,0.7604456521739131,uncertain
1660,3681.7,4400.0,200.0,4600.0,0.8003695652173912,placement
1661,8129.4,4200.0,0.0,4200.0,1.9355714285714285,area_error
167,6568.6,7400.0,0.0,7400.0,0.8876486486486487,placement
168,33085.9,34200.0,600.0,34800.0,0.9507442528735632,placement
1683,4908.5,4700.0,0.0,4700.0,1.0443617021276597,placement
1684,2441.2,2200.0,0.0,2200.0,1.1096363636363635,placement
1685,2451.2,2200.0,0.0,2200.0,1.1141818181818182,placement
1686,4190.9,3600.0,0.0,3600.0,1.1641388888888888,placement
1687,5178.3,5500.0,0.0,5500.0,0.941509090909091,placement
1688,9015.4,6500.0,0.0,6500.0,1.3869846153846153,uncertain
1689,8170.8,7300.0,0.0,7300.0,1.1192876712328768,placement
169,28884.2,25500.0,100.0,25600.0,1.1282890625,placement
1690,1438.5,1400.0,0.0,1400.0,1.0275,placement
1691,5340.7,18100.0,0.0,18100.0,0.29506629834254144,area_error
1692,11765.9,11100.0,0.0,11100.0,1.059990990990991,placement
1693,4924.0,1800.0,0.0,1800.0,2.7355555555555555,area_error
1694,8438.6,9300.0,300.0,9600.0,0.8790208333333334,placement
1695,6494.6,7500.0,0.0,7500.0,0.8659466666666668,placement
1696,1149.4,1800.0,0.0,1800.0,0.6385555555555557,uncertain
1697,1750.2,1700.0,0.0,1700.0,1.0295294117647058,placement
1698,3330.8,3300.0,0.0,3300.0,1.0093333333333334,placement
1699,4249.3,5800.0,0.0,5800.0,0.7326379310344828,uncertain
17,860.7,0.0,1.0,1.0,860.7,area_error
170,7685.4,7500.0,1000.0,8500.0,0.9041647058823529,placement
1700,3075.2,3500.0,0.0,3500.0,0.8786285714285714,placement
1701,13607.3,13300.0,0.0,13300.0,1.0231052631578947,placement
1702,198.6,400.0,0.0,400.0,0.4965,area_error
1703,13706.7,13000.0,0.0,13000.0,1.0543615384615386,placement
1704,12829.2,13800.0,200.0,14000.0,0.9163714285714286,placement
1705,7742.7,11500.0,0.0,11500.0,0.6732782608695652,uncertain
1706,11856.7,9900.0,300.0,10200.0,1.162421568627451,placement
1707,9060.2,9600.0,400.0,10000.0,0.90602,placement
1708,21836.8,19100.0,0.0,19100.0,1.1432879581151831,placement
1709,11721.8,10300.0,0.0,10300.0,1.1380388349514563,placement
171,16997.0,13700.0,1050.0,14750.0,1.1523389830508475,placement
1710,5566.1,5500.0,0.0,5500.0,1.012018181818182,placement
1711,3507.2,2500.0,0.0,2500.0,1.40288,uncertain
1712,12888.6,13600.0,0.0,13600.0,0.9476911764705883,placement
1713,5010.0,3500.0,0.0,3500.0,1.4314285714285715,uncertain
1714,4256.6,3400.0,0.0,3400.0,1.2519411764705883,uncertain
1715,5499.3,6100.0,0.0,6100.0,0.9015245901639345,placement
1716,666.7,500.0,0.0,500.0,1.3334000000000001,uncertain
1717,10975.0,10200.0,0.0,10200.0,1.0759803921568627,placement
1718,226.6,300.0,0.0,300.0,0.7553333333333333,uncertain
1719,341.3,200.0,0.0,200.0,1.7065000000000001,area_error
172,6395.6,6100.0,200.0,6300.0,1.0151746031746032,placement
1720,21672.3,22700.0,0.0,22700.0,0.9547268722466961,placement
1721,8917.5,9600.0,0.0,9600.0,0.92890625,placement
1722,37512.7,28500.0,0.0,28500.0,1.316235087719298,uncertain
1723,3009.5,3000.0,0.0,3000.0,1.0031666666666668,placement
1724,1929.8,2100.0,0.0,2100.0,0.918952380952381,placement
1725,6991.3,8070.0,0.0,8070.0,0.8663320941759604,placement
1726,3996.6,3830.0,100.0,3930.0,1.016946564885496,placement
1727,5141.5,4140.0,100.0,4240.0,1.212617924528302,uncertain
1728,7379.8,7760.0,300.0,8060.0,0.9156079404466502,placement
1729,3901.2,3000.0,300.0,3300.0,1.1821818181818182,placement
173,6378.8,6300.0,100.0,6400.0,0.9966875000000001,placement
1730,12291.5,26000.0,0.0,26000.0,0.47275,area_error
1731,6207.0,5200.0,0.0,5200.0,1.1936538461538462,placement
1732,5229.1,4800.0,0.0,4800.0,1.0893958333333333,placement
1733,2344.6,2500.0,0.0,2500.0,0.93784,placement
1734,2384.8,2300.0,0.0,2300.0,1.0368695652173914,placement
1735,1622.5,4800.0,0.0,4800.0,0.3380208333333333,area_error
1736,3670.8,800.0,300.0,1100.0,3.337090909090909,area_error
1737,4802.8,4600.0,0.0,4600.0,1.0440869565217392,placement
1738,5113.3,4700.0,0.0,4700.0,1.087936170212766,placement
1739,4409.5,4500.0,0.0,4500.0,0.9798888888888889,placement
174,13686.9,14000.0,300.0,14300.0,0.9571258741258741,placement
1740,6813.7,7000.0,0.0,7000.0,0.9733857142857143,placement
1741,1036.1,400.0,0.0,400.0,2.5902499999999997,area_error
1742,15691.2,17600.0,0.0,17600.0,0.8915454545454546,placement
1743,7673.3,4900.0,0.0,4900.0,1.5659795918367347,area_error
1744,14472.9,14300.0,0.0,14300.0,1.0120909090909092,placement
1745,1559.1,1900.0,0.0,1900.0,0.820578947368421,placement
1746,5849.9,8200.0,0.0,8200.0,0.7134024390243902,uncertain
1747,9323.1,12500.0,200.0,12700.0,0.7341023622047245,uncertain
1748,6524.6,7100.0,0.0,7100.0,0.9189577464788733,placement
175,16985.3,15300.0,300.0,15600.0,1.088801282051282,placement
176,1035.6,1600.0,700.0000000000001,2300.0,0.4502608695652173,area_error
1767,4985.8,5400.0,0.0,5400.0,0.9232962962962963,placement
1768,3156.9,2400.0,0.0,2400.0,1.315375,uncertain
1769,5439.2,6200.0,0.0,6200.0,0.8772903225806451,placement
177,1563.0,1500.0,700.0000000000001,2200.0,0.7104545454545454,uncertain
1770,15605.4,15900.0,200.0,16100.0,0.9692795031055901,placement
1771,13172.5,12000.0,0.0,12000.0,1.0977083333333333,placement
1772,8028.2,9500.0,0.0,9500.0,0.8450736842105263,placement
1773,2748.8,4800.0,0.0,4800.0,0.5726666666666667,area_error
178,122713.9,103200.0,9500.0,112700.0,1.0888544809228038,placement
179,6231.2,4600.0,1200.0,5800.0,1.0743448275862069,placement
1790,1965.0,2300.0,0.0,2300.0,0.8543478260869565,placement
1791,1661.1,1500.0,0.0,1500.0,1.1074,placement
1792,2055.5,1600.0,0.0,1600.0,1.2846875,uncertain
1793,599.6,800.0,0.0,800.0,0.7495,uncertain
1794,1102.2,6500.0,600.0,7100.0,0.1552394366197183,area_error
1795,9505.4,9700.0,100.0,9800.0,0.969938775510204,placement
1796,3667.7,6500.0,0.0,6500.0,0.5642615384615385,area_error
1797,6954.2,5400.0,0.0,5400.0,1.2878148148148147,uncertain
1798,3687.9,2800.0,0.0,2800.0,1.3171071428571428,uncertain
1799,2886.8,2900.0,100.0,3000.0,0.9622666666666667,placement
18,13950.7,16300.0,0.0,16300.0,0.8558711656441719,placement
180,7140.7,7100.0,0.0,7100.0,1.005732394366197,placement
1801,4861.8,5100.0,0.0,5100.0,0.9532941176470588,placement
1802,7566.9,7100.0,0.0,7100.0,1.0657605633802816,placement
1805,6582.2,7800.0,200.0,8000.0,0.8227749999999999,placement
1806,5863.9,4200.0,0.0,4200.0,1.3961666666666666,uncertain
1808,6055.7,9100.0,0.0,9100.0,0.6654615384615384,uncertain
1809,2177.0,2000.0,0.0,2000.0,1.0885,placement
181,3186.9,5200.0,0.0,5200.0,0.6128653846153846,uncertain
1810,9156.2,6200.0,0.0,6200.0,1.4768064516129034,uncertain
1811,1437.4,900.0,0.0,900.0,1.5971111111111111,area_error
1812,7268.3,1100.0,0.0,1100.0,6.607545454545455,area_error
1813,1481.9,1100.0,300.0,1400.0,1.0585,placement
1814,1621.4,1400.0,0.0,1400.0,1.1581428571428571,placement
1815,1083.3,1300.0,100.0,1400.0,0.7737857142857143,uncertain
1816,2530.7,2200.0,0.0,2200.0,1.1503181818181818,placement
1817,1721.9,2300.0,0.0,2300.0,0.7486521739130435,uncertain
1818,2478.2,2000.0,0.0,2000.0,1.2390999999999999,uncertain
1819,1416.8,6600.0,0.0,6600.0,0.21466666666666667,area_error
182,15984.6,15700.0,0.0,15700.0,1.018127388535032,placement
1820,11575.2,18350.0,100.0,18450.0,0.6273821138211383,uncertain
1821,2839.0,4200.0,0.0,4200.0,0.675952380952381,uncertain
1822,2989.7,2300.0,0.0,2300.0,1.2998695652173913,uncertain
1823,13824.3,6300.0,0.0,6300.0,2.1943333333333332,area_error
1824,39693.3,31500.0,0.0,31500.0,1.260104761904762,uncertain
1825,2991.2,14900.0,0.0,14900.0,0.200751677852349,area_error
1826,426.5,200.0,0.0,200.0,2.1325,area_error
1827,46063.6,43600.0,0.0,43600.0,1.0565045871559633,placement
1828,209.6,0.0,1.0,1.0,209.6,area_error
1829,8315.7,11200.0,0.0,11200.0,0.7424732142857143,uncertain
183,14172.9,13100.0,100.0,13200.0,1.0737045454545455,placement
1830,16679.1,15200.0,100.0,15300.0,1.0901372549019608,placement
1831,1268.7,1000.0,100.0,1100.0,1.1533636363636364,placement
1832,748.8,300.0,0.0,300.0,2.496,area_error
1833,4098.3,24000.0,0.0,24000.0,0.1707625,area_error
1835,259.1,1400.0,0.0,1400.0,0.18507142857142858,area_error
1836,398.0,400.0,0.0,400.0,0.995,placement
1838,2046.0,2400.0,0.0,2400.0,0.8525,placement
1839,34773.6,12800.0,1000.0,13800.0,2.5198260869565217,area_error
184,10860.5,10700.0,0.0,10700.0,1.015,placement
1840,4123.9,3000.0,300.0,3300.0,1.2496666666666665,uncertain
1843,16323.5,16400.0,600.0,17000.0,0.9602058823529411,placement
1844,72177.9,30500.0,600.0,31100.0,2.3208327974276526,area_error
1849,16986.8,2700.0,0.0,2700.0,6.291407407407407,area_error
185,8952.4,7200.0,0.0,7200.0,1.2433888888888889,uncertain
1852,4734.8,7000.0,0.0,7000.0,0.6764,uncertain
1856,13757.5,17600.0,300.0,17900.0,0.7685754189944134,uncertain
1857,18066.6,16100.0,0.0,16100.0,1.1221490683229813,placement
1858,3821.1,2800.0,400.0,3200.0,1.19409375,placement
1859,14675.6,15200.0,0.0,15200.0,0.9655,placement
186,11026.9,10900.0,0.0,10900.0,1.0116422018348623,placement
1860,395.0,600.0,0.0,600.0,0.6583333333333333,uncertain
1861/A,572.1,6500.0,0.0,6500.0,0.08801538461538462,area_error
